GEOID,NAME,variable,estimate,moe,year,label,concept,func_label
19,Iowa,B25012_005,48583,2716,2013,Estimate!!Total!!Owner-occupied housing units!!With related children under 18!!With own children under 18!!Under 6 years only,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years only
19,Iowa,B25012_006,50823,3423,2013,Estimate!!Total!!Owner-occupied housing units!!With related children under 18!!With own children under 18!!Under 6 years and 6 to 17 years,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years and 6 to 17 years
19,Iowa,B25012_013,29903,2891,2013,Estimate!!Total!!Renter-occupied housing units!!With related children under 18!!With own children under 18!!Under 6 years only,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years only
19,Iowa,B25012_014,23905,2253,2013,Estimate!!Total!!Renter-occupied housing units!!With related children under 18!!With own children under 18!!Under 6 years and 6 to 17 years,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years and 6 to 17 years
19,Iowa,B25012_001,1241471,6257,2014,Estimate!!Total,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Total
19,Iowa,B25012_005,52138,3403,2014,Estimate!!Total!!Owner-occupied housing units!!With related children under 18!!With own children under 18!!Under 6 years only,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years only
19,Iowa,B25012_006,46496,2565,2014,Estimate!!Total!!Owner-occupied housing units!!With related children under 18!!With own children under 18!!Under 6 years and 6 to 17 years,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years and 6 to 17 years
19,Iowa,B25012_013,31802,2654,2014,Estimate!!Total!!Renter-occupied housing units!!With related children under 18!!With own children under 18!!Under 6 years only,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years only
19,Iowa,B25012_014,23204,2347,2014,Estimate!!Total!!Renter-occupied housing units!!With related children under 18!!With own children under 18!!Under 6 years and 6 to 17 years,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years and 6 to 17 years
19,Iowa,B25012_001,1247249,6782,2015,Estimate!!Total,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Total
19,Iowa,B25012_005,47528,3038,2015,Estimate!!Total!!Owner-occupied housing units!!With related children of the householder under 18!!With own children of the householder under 18!!Under 6 years only,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years only
19,Iowa,B25012_006,47176,2484,2015,Estimate!!Total!!Owner-occupied housing units!!With related children of the householder under 18!!With own children of the householder under 18!!Under 6 years and 6 to 17 years,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years and 6 to 17 years
19,Iowa,B25012_013,29679,2435,2015,Estimate!!Total!!Renter-occupied housing units!!With related children of the householder under 18!!With own children of the householder under 18!!Under 6 years only,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years only
19,Iowa,B25012_014,23083,2215,2015,Estimate!!Total!!Renter-occupied housing units!!With related children of the householder under 18!!With own children of the householder under 18!!Under 6 years and 6 to 17 years,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years and 6 to 17 years
19,Iowa,B25012_001,1247932,7106,2016,Estimate!!Total,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Total
19,Iowa,B25012_005,51800,3855,2016,Estimate!!Total!!Owner-occupied housing units!!With related children of the householder under 18!!With own children of the householder under 18!!Under 6 years only,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years only
19,Iowa,B25012_006,50228,3402,2016,Estimate!!Total!!Owner-occupied housing units!!With related children of the householder under 18!!With own children of the householder under 18!!Under 6 years and 6 to 17 years,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years and 6 to 17 years
19,Iowa,B25012_013,31060,2800,2016,Estimate!!Total!!Renter-occupied housing units!!With related children of the householder under 18!!With own children of the householder under 18!!Under 6 years only,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years only
19,Iowa,B25012_014,25209,2669,2016,Estimate!!Total!!Renter-occupied housing units!!With related children of the householder under 18!!With own children of the householder under 18!!Under 6 years and 6 to 17 years,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years and 6 to 17 years
19,Iowa,B25012_001,1257505,6773,2017,Estimate!!Total,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Total
19,Iowa,B25012_005,52589,3289,2017,Estimate!!Total!!Owner-occupied housing units!!With related children of the householder under 18!!With own children of the householder under 18!!Under 6 years only,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years only
19,Iowa,B25012_006,53040,3019,2017,Estimate!!Total!!Owner-occupied housing units!!With related children of the householder under 18!!With own children of the householder under 18!!Under 6 years and 6 to 17 years,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years and 6 to 17 years
19,Iowa,B25012_013,25306,2424,2017,Estimate!!Total!!Renter-occupied housing units!!With related children of the householder under 18!!With own children of the householder under 18!!Under 6 years only,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years only
19,Iowa,B25012_014,22640,2594,2017,Estimate!!Total!!Renter-occupied housing units!!With related children of the householder under 18!!With own children of the householder under 18!!Under 6 years and 6 to 17 years,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years and 6 to 17 years
19,Iowa,B25012_001,1267873,7772,2018,Estimate!!Total,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Total
19,Iowa,B25012_005,54498,3380,2018,Estimate!!Total!!Owner-occupied housing units!!With related children of the householder under 18!!With own children of the householder under 18!!Under 6 years only,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years only
19,Iowa,B25012_006,50963,3624,2018,Estimate!!Total!!Owner-occupied housing units!!With related children of the householder under 18!!With own children of the householder under 18!!Under 6 years and 6 to 17 years,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years and 6 to 17 years
19,Iowa,B25012_013,26499,2723,2018,Estimate!!Total!!Renter-occupied housing units!!With related children of the householder under 18!!With own children of the householder under 18!!Under 6 years only,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years only
19,Iowa,B25012_014,22801,2387,2018,Estimate!!Total!!Renter-occupied housing units!!With related children of the householder under 18!!With own children of the householder under 18!!Under 6 years and 6 to 17 years,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years and 6 to 17 years
19,Iowa,B25012_001,1287221,6606,2019,Estimate!!Total:,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Total:
19,Iowa,B25012_005,50334,2995,2019,Estimate!!Total:!!Owner-occupied housing units:!!With related children of the householder under 18:!!With own children of the householder under 18:!!Under 6 years only,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years only
19,Iowa,B25012_006,51590,3651,2019,Estimate!!Total:!!Owner-occupied housing units:!!With related children of the householder under 18:!!With own children of the householder under 18:!!Under 6 years and 6 to 17 years,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years and 6 to 17 years
19,Iowa,B25012_013,25872,2888,2019,Estimate!!Total:!!Renter-occupied housing units:!!With related children of the householder under 18:!!With own children of the householder under 18:!!Under 6 years only,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years only
19,Iowa,B25012_014,25282,3162,2019,Estimate!!Total:!!Renter-occupied housing units:!!With related children of the householder under 18:!!With own children of the householder under 18:!!Under 6 years and 6 to 17 years,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Under 6 years and 6 to 17 years
