GEOID,NAME,variable,estimate,moe,year,label,concept,func_label
19019,Buchanan ,B01001H_003,780,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19019,Buchanan ,B01001H_018,725,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19021,Buena Vista ,B01001H_003,331,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19021,Buena Vista ,B01001H_018,310,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19023,Butler ,B01001H_003,430,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19023,Butler ,B01001H_018,401,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19025,Calhoun ,B01001H_003,250,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19025,Calhoun ,B01001H_018,259,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19027,Carroll ,B01001H_003,643,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19027,Carroll ,B01001H_018,621,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19029,Cass ,B01001H_003,404,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19029,Cass ,B01001H_018,356,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19031,Cedar ,B01001H_003,497,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19031,Cedar ,B01001H_018,481,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19033,Cerro Gordo ,B01001H_003,1077,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19033,Cerro Gordo ,B01001H_018,1055,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19035,Cherokee ,B01001H_003,274,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19035,Cherokee ,B01001H_018,286,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19037,Chickasaw ,B01001H_003,352,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19037,Chickasaw ,B01001H_018,367,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19039,Clarke ,B01001H_003,283,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19039,Clarke ,B01001H_018,248,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19041,Clay ,B01001H_003,470,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19041,Clay ,B01001H_018,454,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19043,Clayton ,B01001H_003,504,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19043,Clayton ,B01001H_018,478,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19045,Clinton ,B01001H_003,1367,14,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19045,Clinton ,B01001H_018,1305,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19047,Crawford ,B01001H_003,337,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19047,Crawford ,B01001H_018,333,5,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19049,Dallas ,B01001H_003,1776,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19049,Dallas ,B01001H_018,1735,20,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19051,Davis ,B01001H_003,336,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19051,Davis ,B01001H_018,299,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19053,Decatur ,B01001H_003,236,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19053,Decatur ,B01001H_018,222,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19055,Delaware ,B01001H_003,510,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19055,Delaware ,B01001H_018,491,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19057,Des Moines ,B01001H_003,1087,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19057,Des Moines ,B01001H_018,1025,17,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19059,Dickinson ,B01001H_003,424,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19059,Dickinson ,B01001H_018,386,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19061,Dubuque ,B01001H_003,2742,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19061,Dubuque ,B01001H_018,2645,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19063,Emmet ,B01001H_003,289,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19063,Emmet ,B01001H_018,273,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19065,Fayette ,B01001H_003,552,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19065,Fayette ,B01001H_018,504,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19067,Floyd ,B01001H_003,473,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19067,Floyd ,B01001H_018,413,17,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19069,Franklin ,B01001H_003,254,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19069,Franklin ,B01001H_018,203,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19071,Fremont ,B01001H_003,209,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19071,Fremont ,B01001H_018,190,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19073,Greene ,B01001H_003,258,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19073,Greene ,B01001H_018,230,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19075,Grundy ,B01001H_003,314,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19075,Grundy ,B01001H_018,319,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19077,Guthrie ,B01001H_003,314,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19077,Guthrie ,B01001H_018,285,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19079,Hamilton ,B01001H_003,399,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19079,Hamilton ,B01001H_018,373,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19081,Hancock ,B01001H_003,298,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19081,Hancock ,B01001H_018,292,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19083,Hardin ,B01001H_003,467,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19083,Hardin ,B01001H_018,474,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19085,Harrison ,B01001H_003,434,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19085,Harrison ,B01001H_018,402,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19087,Henry ,B01001H_003,534,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19087,Henry ,B01001H_018,467,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19089,Howard ,B01001H_003,302,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19089,Howard ,B01001H_018,283,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19091,Humboldt ,B01001H_003,256,13,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19091,Humboldt ,B01001H_018,241,24,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19093,Ida ,B01001H_003,194,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19093,Ida ,B01001H_018,194,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19095,Iowa ,B01001H_003,470,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19095,Iowa ,B01001H_018,445,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19097,Jackson ,B01001H_003,511,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19097,Jackson ,B01001H_018,492,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19099,Jasper ,B01001H_003,1073,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19099,Jasper ,B01001H_018,994,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19101,Jefferson ,B01001H_003,343,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19101,Jefferson ,B01001H_018,332,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19103,Johnson ,B01001H_003,2952,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19103,Johnson ,B01001H_018,2839,40,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19105,Jones ,B01001H_003,569,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19105,Jones ,B01001H_018,510,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19107,Keokuk ,B01001H_003,325,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19107,Keokuk ,B01001H_018,294,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19109,Kossuth ,B01001H_003,422,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19109,Kossuth ,B01001H_018,400,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19111,Lee ,B01001H_003,910,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19111,Lee ,B01001H_018,887,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19113,Linn ,B01001H_003,6041,11,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19113,Linn ,B01001H_018,5753,25,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19115,Louisa ,B01001H_003,270,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19115,Louisa ,B01001H_018,233,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19117,Lucas ,B01001H_003,276,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19117,Lucas ,B01001H_018,264,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19119,Lyon ,B01001H_003,408,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19119,Lyon ,B01001H_018,376,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19121,Madison ,B01001H_003,514,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19121,Madison ,B01001H_018,474,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19123,Mahaska ,B01001H_003,692,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19123,Mahaska ,B01001H_018,605,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19125,Marion ,B01001H_003,1022,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19125,Marion ,B01001H_018,943,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19127,Marshall ,B01001H_003,898,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19127,Marshall ,B01001H_018,853,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19129,Mills ,B01001H_003,479,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19129,Mills ,B01001H_018,407,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19131,Mitchell ,B01001H_003,315,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19131,Mitchell ,B01001H_018,304,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19133,Monona ,B01001H_003,241,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19133,Monona ,B01001H_018,228,3,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19135,Monroe ,B01001H_003,223,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19135,Monroe ,B01001H_018,209,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19137,Montgomery ,B01001H_003,319,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19137,Montgomery ,B01001H_018,280,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19139,Muscatine ,B01001H_003,1116,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19139,Muscatine ,B01001H_018,1084,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19141,O'Brien ,B01001H_003,420,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19141,O'Brien ,B01001H_018,358,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19143,Osceola ,B01001H_003,180,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19143,Osceola ,B01001H_018,157,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19145,Page ,B01001H_003,405,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19145,Page ,B01001H_018,357,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19147,Palo Alto ,B01001H_003,291,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19147,Palo Alto ,B01001H_018,273,3,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19149,Plymouth ,B01001H_003,743,22,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19149,Plymouth ,B01001H_018,679,27,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19151,Pocahontas ,B01001H_003,183,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19151,Pocahontas ,B01001H_018,171,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19153,Polk ,B01001H_003,12160,42,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19153,Polk ,B01001H_018,11575,73,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19155,Pottawattamie ,B01001H_003,2683,18,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19155,Pottawattamie ,B01001H_018,2503,18,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19157,Poweshiek ,B01001H_003,458,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19157,Poweshiek ,B01001H_018,452,99,2009,Estimate!!Total!!Female!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
19159,Ringgold ,B01001H_003,143,99,2009,Estimate!!Total!!Male!!Under 5 years,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Under 5 years
